保单文件名, 产品类型, 产品名称, 产品交费方式, 产品条款文字编码
{'file_name': '5de4141b-bd7b-46ba-a598-7decbc5919d7_TERMS'}, {'product_category': '长期重大疾病保险'}, {'product_name': '附加精选提前给付长期重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '泰大都会[2011]疾病保险193号'}
{'file_name': '5e140f5b-4f01-4c84-ad9d-caa2eee2f175_TERMS'}, {'product_category': '版重大疾病保险'}, {'product_name': '英人寿乐享一生尊享版重大疾病保险'}, {'product_payment': '无'}, {'product_term': '中英人寿[2016]疾病保险013号'}
{'file_name': '5e3782f4-411f-49a6-9474-416678d13717_TERMS'}, {'product_category': '利重大疾病保险条款'}, {'product_name': '新光海航附加新海康利重大疾病保险条款'}, {'product_payment': '分期交纳保险费'}, {'product_term': '无'}
{'file_name': '5e52bc06-0fc2-4fab-8ff9-6aa79950f26d_TERMS'}, {'product_category': '保障重大疾病保险条款'}, {'product_name': '多倍保障重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '新华保险[2016]疾病保险017号'}
{'file_name': '5f36bcb0-d9e8-4a26-8543-992a41016347_TERMS'}, {'product_category': '青少年重大疾病保险'}, {'product_name': '健康无忧青少年重大疾病保险'}, {'product_payment': '无'}, {'product_term': '新华保险[2016]疾病保险001号'}
{'file_name': '5f478762-7194-42fb-a9af-0de9817ad580_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '公司泰康健康有约终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '5f5830a3-88c6-488c-beee-440e71fb1207_TERMS'}, {'product_category': '人生重大疾病保险条款'}, {'product_name': '国泰美乐人生重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': '5fc03026-1f07-431b-9743-0636dae80a41_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '疾病保险金受益人给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '607480db-785e-40da-b5e0-6337cab7d74d_TERMS'}, {'product_category': '安康重大疾病保险'}, {'product_name': '查询验证条款和泰安康重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '和泰人寿[2017]疾病保险016号'}
{'file_name': '613667ed-d4b9-4e4c-9e17-c68d755d2888_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '百年附加康诺提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '6145da53-6526-461a-b633-e860176e5273_TERMS'}, {'product_category': '相随重大疾病保险'}, {'product_name': '富德生命附加福相随重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '富德生命[2015]疾病保险076号'}
{'file_name': '61d33bd2-6b8d-4020-a1a9-4cbc05af6b6a_TERMS'}, {'product_category': '大病疾病保险'}, {'product_name': '标准附加额外给付轻症大病疾病保险'}, {'product_payment': '无'}, {'product_term': '标准司字[2014]45号'}
{'file_name': '61ee86fa-c4e5-453b-8777-892b17ab3061_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加阳光人生提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '阳光人寿[2009]疾病保险054号'}
{'file_name': '6227c23b-9dc5-4763-af0c-07ad369d913e_TERMS'}, {'product_category': '童佳保重大疾病保险条款'}, {'product_name': '有限公司光大永明童佳保重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '永明人寿[2017]疾病保险90号'}
{'file_name': '62298950-6be4-4836-9049-021bc613e07a_TERMS'}, {'product_category': '及疾病保险'}, {'product_name': '王先生为被保险人及疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '泰康人寿[2017]疾病保险036号'}
{'file_name': '624b16f6-be14-4547-8391-deee285e3eff_TERMS'}, {'product_category': '第一类重大疾病保险'}, {'product_name': '对于以下第一项第一类重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '友邦保险[2015]疾病保险031号'}
{'file_name': '629bbc61-b1b4-43a2-8ce2-d806f1c3bcc6_TERMS'}, {'product_category': '保险费重大疾病保险'}, {'product_name': '附加投保人豁免保险费重大疾病保险'}, {'product_payment': '一次性交清保险费'}, {'product_term': '渤海人寿[2017]疾病保险037号'}
{'file_name': '62c963e0-4717-4587-8cfd-d6ff518ecbb4_TERMS'}, {'product_category': '康运金生重大疾病保险条款'}, {'product_name': '验证条款国华康运金生重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '国华人寿[2017]疾病保险029号'}
{'file_name': '62ec7e3a-dc03-46c1-a33c-1cad90cafd28_TERMS'}, {'product_category': '鑫康重大疾病保险'}, {'product_name': '股份有限公司附加鑫康重大疾病保险'}, {'product_payment': '无'}, {'product_term': '新华保险[2016]疾病保险046号'}
{'file_name': '62f15217-bf50-4655-a65e-59e866333df4_TERMS'}, {'product_category': '康睿重大疾病保险条款'}, {'product_name': '阳光人寿附加阳光康睿重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '阳光人寿[2014]疾病保险062号'}
{'file_name': '63062699-9cc1-480f-9cbe-e543a613e8b9_TERMS'}, {'product_category': '定期重大疾病保险条款'}, {'product_name': '英大元康定期重大疾病保险条款'}, {'product_payment': '分期交纳保险费'}, {'product_term': '英大人寿[2009]疾病保险038号'}
{'file_name': '634ddb48-b460-4a0f-b0d8-8da0781baf09_TERMS'}, {'product_category': '终身重大疾病保险'}, {'product_name': '公司中荷一生呵护终身重大疾病保险'}, {'product_payment': '分期缴付保险费'}, {'product_term': '中荷人寿[2014]疾病保险027号'}
{'file_name': '63cc7b81-4cae-43f7-9f92-5898e49a9d74_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '康乐安心终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '63dbfe82-0adf-43a6-bfc0-e956aeb6f6f7_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加少儿国寿福提前给付重大疾病保险'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': '63ede050-36b8-4b75-8ccf-19b5f91008d6_TERMS'}, {'product_category': '女性疾病保险条款'}, {'product_name': '条款中意附加至尊康逸行女性疾病保险条款'}, {'product_payment': '无'}, {'product_term': '中意人寿[2013]疾病保险013号'}
{'file_name': '643ba8f7-d906-4429-b264-917ecec9c38f_TERMS'}, {'product_category': '定期重大疾病保险条款'}, {'product_name': '股份有限公司康无忧定期重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '利安人寿[2013]疾病保险002号'}
{'file_name': '646804a9-9c68-4252-82ff-3d1113ace0ba_TERMS'}, {'product_category': '无疾重大疾病保险条款'}, {'product_name': '天下无疾重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '都会人寿[2017]154号'}
{'file_name': '648e33bc-cc63-4539-8814-8c19793b3a37_TERMS'}, {'product_category': '生重大疾病保险'}, {'product_name': '验证条款瑞泰康泰金生重大疾病保险'}, {'product_payment': '分期交纳保险费'}, {'product_term': '瑞泰人寿[2015]疾病保险017号'}
{'file_name': '653d763a-cad1-4fa5-99ff-0fddffb4716f_TERMS'}, {'product_category': '信泰恒泰重大疾病保险'}, {'product_name': '查询验证条款信泰恒泰重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '信泰人寿[2016]疾病保险022号'}
{'file_name': '65a1e897-884c-48cf-862e-d70ec3c305fc_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '有限公司安康相伴终身重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '利安人寿[2014]疾病保险025号'}
{'file_name': '661cb81a-8313-47f6-9785-255d4cb9b2a9_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '平安附加智能星提前给付重大疾病保险'}, {'product_payment': '无'}, {'product_term': '平安人寿[2017]疾病保险077号'}
{'file_name': '67225d1a-6cd8-4084-8813-b71cad0dd58e_TERMS'}, {'product_category': '疾病保险条款条款'}, {'product_name': '股份有限公司幸福安康终身疾病保险条款条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '673c5497-8502-4b4d-8bc8-a1b3bb3f14b1_TERMS'}, {'product_category': '少儿重大疾病保险条款'}, {'product_name': '健康守护少儿重大疾病保险条款'}, {'product_payment': '一次性交清保险费'}, {'product_term': '昆仑健康[2017]疾病保险008号'}
{'file_name': '675a20e5-faf1-45b1-9280-3b6384c24281_TERMS'}, {'product_category': '定期重大疾病保险条款'}, {'product_name': '附加健利来定期重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '昆仑健康[2011]疾病保险010号'}
{'file_name': '67684c35-1f9f-4885-8277-89d6cc7d7d41_TERMS'}, {'product_category': '弘康小白重大疾病保险条款'}, {'product_name': '股份有限公司弘康小白重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '弘康人寿[2016]疾病保险001号'}
{'file_name': '6782d1bb-495a-4869-8bc1-e20d0f9df01d_TERMS'}, {'product_category': '豁免重大疾病保险条款'}, {'product_name': '投保人豁免重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '泰康人寿[2016]疾病保险003号'}
{'file_name': '67926839-9a11-4b55-a3ba-96d094239d59_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '安康一生提前给付终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '6799039a-fcfb-428e-8bff-c7b2b2b6b721_TERMS'}, {'product_category': '今生重大疾病保险条款'}, {'product_name': '有限公司附加全佑今生重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '方正人寿[2016]疾病保险003号'}
{'file_name': '67bdfab6-11ba-4eda-b4b3-c5cad00cb742_TERMS'}, {'product_category': '瑞禧重大疾病保险条款'}, {'product_name': '保险有限公司附加瑞禧重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '方正人寿[2014]疾病保险020号'}
{'file_name': '67c6c3bc-7ac6-4d3b-9202-6e19e4dab23f_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加乐康成人多次给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '67d90a20-4490-41c2-bcaf-6729bb6dc2c1_TERMS'}, {'product_category': '保险费重大疾病保险'}, {'product_name': '平安附加无忧豁免保险费重大疾病保险'}, {'product_payment': '无'}, {'product_term': '平安人寿[2015]疾病保险032号'}
{'file_name': '67e2c5f4-1368-415e-82d0-1e740d4639af_TERMS'}, {'product_category': '一生重大疾病保险条款'}, {'product_name': '款人保寿险附加富贵一生重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '人保寿险[2017]疾病保险005号'}
{'file_name': '67eb7bf9-d07f-4690-ad6a-1f6e4bd7b176_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '平安福尊享版提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2015]疾病保险052号'}
{'file_name': '67fe6cc0-1bbb-4d28-af81-382955436bf1_TERMS'}, {'product_category': '安康重大疾病保险条款'}, {'product_name': '股份有限公司福佑安康重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '平洋人寿[2013]疾病保险015号'}
{'file_name': '683baac4-d397-4df5-9cd4-41df4c764ea9_TERMS'}, {'product_category': '吉星高照重大疾病保险条款'}, {'product_name': '吉祥人寿附加吉星高照重大疾病保险条款'}, {'product_payment': '分期交付保险费'}, {'product_term': '吉祥人寿[2013]疾病保险068号'}
{'file_name': '6991af93-4915-41df-b86d-006b2229397d_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加金色未来额外给付重大疾病保险'}, {'product_payment': '无'}, {'product_term': '中英人寿[2016]疾病保险004号'}
{'file_name': '69c515b8-9002-437f-99e4-27c848d494cf_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '疾病保险金受益人给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '6a60d4ff-c2ee-4780-ad10-833c105d5a86_TERMS'}, {'product_category': '向重大疾病保险'}, {'product_name': '我们将向重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '德信人寿[2014]疾病保险033号'}
{'file_name': '6aa51a75-69d8-494c-ae45-bb8534ffd6a9_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '康乐宁终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '6aa98be0-1c02-4ff5-9cae-d2f8087ff9cb_TERMS'}, {'product_category': '保险费重大疾病保险'}, {'product_name': '附加投保人豁免保险费重大疾病保险'}, {'product_payment': '分期交纳保险费'}, {'product_term': '新大东方[2009]疾病保险052号'}
{'file_name': '6b089e13-cb81-48fb-bdf0-e6145e541432_TERMS'}, {'product_category': '嘉保疾病保险'}, {'product_name': '国寿鸿康嘉保疾病保险'}, {'product_payment': '分期交付保险费'}, {'product_term': '无'}
{'file_name': '6b0f187d-9352-485f-ab18-00b40187b306_TERMS'}, {'product_category': '旗舰版重大疾病保险'}, {'product_name': '全佑一生倍呵护旗舰版重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '友邦保险[2017]疾病保险028号'}
{'file_name': '6b1a2376-2d56-4646-87f3-2351543628dc_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '提前给付重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '太平人寿[2014]疾病保险002号'}
{'file_name': '6b5b9bbc-6215-4ca1-a0c7-eaf372ef6741_TERMS'}, {'product_category': '医惠宝重大疾病保险'}, {'product_name': '保险股份有限公司医惠宝重大疾病保险'}, {'product_payment': '无'}, {'product_term': '新华保险[2016]疾病保险120号'}
{'file_name': '6bbe798b-458d-4133-801e-9641f42598ea_TERMS'}, {'product_category': '一生重大疾病保险'}, {'product_name': '条款中英人寿守护一生重大疾病保险'}, {'product_payment': '无'}, {'product_term': '中英人寿[2015]疾病保险001号'}
{'file_name': '6bd5b839-0787-4200-998d-d4d68c003c4c_TERMS'}, {'product_category': '双鑫重大疾病保险条款'}, {'product_name': '附加新福佑双鑫重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '华泰人寿[2016]疾病保险019号'}
{'file_name': '6c7b18dd-a02b-43b5-8b35-becc7cdceb73_TERMS'}, {'product_category': '健康重大疾病保险条款'}, {'product_name': '验证条款信泰百万健康重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '信泰保险[2017]疾病保险039号'}
